recipe_id,ingredient,amount
271,다시마 육수(멸치/다시마/북어/표고버섯),6컵
271,김치,1/4쪽
271,달걀,1개
272,들기름(참기름),1/2스푼
272,김치국물,1컵
272,소면,2뭉치( 500원 동전만한 크기로)
272,계란,1개
272,냉면육수,1봉지
272,송송 썬 김치,1줌
272,오이,1/3개
272,설탕,1/2스푼
272,식초,1스푼
272,참깨,조금
273,소면,2인분
273,오이,약간
273,잘익은김치,
273,고추장,0.5스푼
273,식초,0.5스푼
273,깨,약간
273,김치국물,1.5컵
273,멸치육수,2컵
273,매실,
273,식초,1큰술
273,설탕,1큰술
274,달걀,1개
274,오이,1/4개
274,참기름,1숟가락
274,밥,1공기
274,김치국물,1/2컵
274,김치,2줌
274,냉면육수,1팩
274,소면,1인분
275,고춧가루,1큰술
275,고추장,1큰술
275,열무물김치 건더기,1대접
275,오이,1/2개
275,김치 국물,400ml
275,소면,200g
275,소금,적당량
275,식초,3큰술
275,설탕,1+1/2큰술
276,연겨자,조금
276,김칫국물,1국자
276,시판냉면 육수,1개
276,소면,
276,배추김치,
276,통깨,
276,청양고추,1~2개
276,양파,1/2개
276,당근,조금
276,대파,조금
276,계란,1개
276,식초,1~2큰술
276,고춧가루,1큰술
276,설탕,1큰술
276,통깨,
276,설탕,조금
276,참기름,1큰술
277,액젓,1/3종이컵
277,소금,1/2숟가락
277,식용유,3숟가락
277,물,6종이컵
277,대파,2대
277,물,9종이컵
277,양파,1개
277,후춧가루,약간
277,감자,2개
277,칼국수면,3인분
277,닭,1마리
277,다진마늘,1숟가락
278,통 파,1대
278,물,1100ml
278,참기름,1/2T
278,간장,4T
278,채 썬 고추,1/2T
278,채 썬 양파,1/2T
278,간마늘,1T
278,후춧가루,약간
278,소금,1꼬집
278,양파,20g씩
278,당근,
278,애호박,
278,칼국수,2줌(320g)
278,닭가슴살,1덩이
278,통 마늘,2~3알
278,고춧가루,1/2T
279,파,
279,닭(백숙용),
279,통마늘,
279,소금,
279,후추,약간
279,통후추,
279,양파,
279,칼국수면,
279,호박,
279,감자,
280,식용유,2큰 술
280,생칼국수,1봉지
280,대파,2대
280,느타리버섯,취향껏
280,감자,3개 정도
280,양파 주먹크기,1개
280,볶음용 생닭,1마리
280,소금,1/2큰 술
280,액젓,3큰술
280,다진마늘,1큰 술 듬뿍
280,다진 파,1대
280,다진 마늘,1큰 술
280,간장,8큰 술
280,고춧가루,1큰 술
280,설탕,1/2큰 술
280,참기름,1/2큰 술
281,액젓,
281,기름,
281,닭,
281,칼국수,
281,감자,
281,양파,
281,대파,
281,마늘,
281,소금,
282,표고버섯,1개
282,다진 마늘,1t
282,액젓,1/2T
282,들깻가루,3.5T
282,감자,1/2개
282,칼국수 면,1인분
282,있으면 다시마(5*5cm),1장
283,들깨가루,4-6T
283,액젓,2T
283,다진마늘,1T
283,칼국수면,2인분
283,표고버섯,2개
283,감장,1개
283,물,6컵
284,간 마늘,1작은술
284,생면 칼국수,2인분
284,우리밀,100g
284,계란,1개
284,소금,약간
284,감자,1개
284,표고버섯,2개
284,들깨가루,4~6스푼
284,액젓,1/4컵
285,들깨가루,2스푼
285,칼국수(생면),1인분
285,애호박,
285,당근,
285,양파,
285,청양고추,
285,표고버섯육수,4컵
285,새우젓,
286,생칼국수,2인분
286,호박,1/3개
286,청량초,2개
286,당근,약간
286,멸치육수,3컵
286,들깨가루,150g
287,생강술,2숟갈
287,떡국떡,120g
287,라면사리,1개
287,당근,40g
287,양배추,1장
287,청피망,1/3개
287,참기름,1숟갈
287,다진마늘,1/2숟갈
287,설탕,1숟갈
287,고추가루,1숟갈
287,식초,2숟갈
287,통깨,1숟갈
287,고추장,2숟갈
287,참기름,1/2숟갈
287,매실청,1숟갈
288,물,500ml
288,달걀,1개
288,홍고추,1개
288,청양고추,1개
288,양파,1/4개
288,대파,1/3대
288,라면,1개
288,떡국떡,30g
289,데친 소세지,2개
289,너구리 라면,2개
289,떡국떡,2줌
289,양파,1개
289,생새우,1줌
289,고춧가루,1큰술
289,다시마(10*10),1장
289,잔파,10대
290,대파,1/5개
290,라면,1개
290,떡,1줌
290,달걀,1개
290,새송이버섯,1/4개
290,고추,1개
291,라면,1개
291,떡국떡,1줌
291,사골육수,500ml
292,라면,1인분
292,마요네즈,취향껏
292,버터,약간
292,굴소스,2T
292,라면스프,1/2개
292,청양고추,1개
292,파,약간
293,다진마늘,1/4컵
293,다진파,1/2컵
293,다진양파,1/2컵
293,기름,2국자
293,고추가루,1컵
294,참기름,1큰술
294,얼음,적당량
294,양파,1/4개
294,라면,1봉지
294,식초,1큰술
294,설탕,1큰술
295,슬라이스치즈,2장
295,라면,1개
295,물,적당량
295,칵테일새우,7마리
295,파슬리가루,약간
295,후추,약간
295,소금,약간
295,우유,1+1/2C
295,채 썬 양파,1/4개
295,버터,1T
295,편 마늘,3쪽
296,다진마늘,0.5T
296,라면,1봉지
296,토마토,취향껏
296,양파,1/2개
296,청양고추,1개
296,식초,1T
297,아몬드 슬라이스,2큰술
297,사과,1개
297,메밀국수,300g
297,적채,40g
297,상추,7장
297,당근,40g
297,양파,40g
297,연겨자,1/2큰술
297,오이,40g
297,깨소금,1큰술
297,간장,4큰술
297,고춧가루,4큰술
297,마늘,1큰술
297,식초,4큰술
297,설탕,3큰술
297,사이다,100ml
298,토마토,
298,메밀국수,
298,양파,1/3개
298,연겨자,1큰술
298,닭가슴살통조림,
298,계란,
298,오이,
298,상추,
298,무 4cm,1토막
298,고추장,2큰술
298,키위,1개
298,식초,1/2컵
298,설탕,1/2컵
298,고춧가루,4큰술
298,참기름,4큰술
298,멸치액젓,3큰술
298,다진마늘,2큰술
298,깨,2큰술
298,생강즙,1작은술
299,막국수,
299,고추장,2큰술
299,연겨자,1큰술
299,식초,1/2컵
299,깨,2큰술
299,다진마늘,2큰술
299,멸치액젓,3큰술
299,참기름,4큰술
299,설탕,1/2컵
299,배,1/2개
299,사과,1/2개
299,양파,1/3개
299,무(4cm길이),1토막
299,생강즙,1작은술
299,고춧가루,4큰술
300,닭가슴살,1캔(120g)
300,메밀국수,2인분
300,깻잎,5장
300,상추,5장
300,당근,1/8개
300,양배추,20g
300,파프리카,2/3개
300,고추장,2스푼
300,고춧가루,2스푼
300,식초,3스푼
300,설탕,1스푼
300,올리고당,1스푼
300,다진마늘,0.5스푼
300,참기름,1스푼
300,통깨,약간
301,상추,20장
301,오이,1개
301,메밀국수,2인분
301,깻잎,10장
301,양배추,조금
301,고추가루,1큰술
301,고추장 고봉으로,3큰술
301,매실액기스,6큰술
301,식초,5큰술
301,다진마늘,조금
301,참기름,2큰술
301,깨,1큰술
301,봄동,1/4개
302,오이,1/3개
302,양파,1/4개
302,당근,1/3토막(5cm 길이로)
302,메밀국수,100g정도
302,고추장,2큰술
302,고춧가루,1/2큰술
302,매실액,1큰술
302,참기름,1큰술
302,간장,1큰술
302,식초,1큰술
302,조청,1/2큰술
302,깨,1큰술
303,설탕,조금
303,통깨,조금
303,메밀국수,1줌
303,참기름,
303,오이,1개
303,상추,7장
303,사과,1/2개
303,쇠고기안심,200g
303,쇠고기육수,3.5큰술
303,후춧가루,
303,간장,2큰술
303,참기름,1큰술
303,다진마늘,1작은술
303,물엿,2큰술
303,설탕,4큰술
303,식초,4큰술
303,고추장,2큰술
303,고춧가루,1.5큰술
303,소금,
303,소금,조금
304,간장,2Cup
304,혼다시,3T
304,청주,1Cup
304,맛술,2Cup
304,김채,1줌
304,실파,5개
304,가다랑어포 크게,2줌
304,대파,1/2개
304,양파,1/2개
304,무우,1개
304,건표고 대략,1줌
304,손질한멸치,1줌
304,설탕,2T
304,다시마,1줌
305,매실엑기스,2Ts
305,깻잎,20장
305,참기름,1/2Ts
305,다진마늘,1/2Ts
305,감식초,2Ts
305,비정제황설탕,1Ts
305,집고추장,3Ts
305,주황파프리카,1/2개
305,빨강파프리카,1/2개
305,당근,1개
305,오이,1개
305,상추,10장
305,통깨,약간
305,간장,약간
305,메밀면,200g
306,무즙,약간
306,물,1컵
306,맛술,2큰술
306,레몬즙,1.5큰술
306,매실액,1큰술
306,설탕,1큰술
306,간장,1큰술
306,쪽파 또는 실파,2대
306,참치액,2큰술
306,생와사비,약간
306,무,1토막
306,메밀 국수(,1인분)
306,조미김,약간
306,무순,약간
307,깨소금,0.5T
307,참기름,1T
307,올리고당,1T
307,다진마늘,1T
307,고춧가루,0.5T
307,고추장,1T
307,각얼음,6개
307,삶은계란,1개
307,무쌈,취향껏
307,오이,1/2개
307,냉면사리,1인분
307,식초,0.5T
308,소금,1큰술
308,설탕,3큰술
308,설탕,1작은술
308,물,5리터
308,국간장,3큰술
308,월계수,1잎
308,통후추,1작은술
308,통생강,1/2쪽
308,통마늘,3개
308,대파,1대
308,소금,2작은술
308,감초,2알
308,양지머리,600g
308,삶은 달걀,2개
308,식초,2큰술
308,오이,1개
308,무,1토막
308,냉면 사리,4개
308,양파,1개
308,식초,3큰술
309,식초,1t
309,통깨,1t
309,겨자,1t
309,달걀,1개
309,냉면육수,1/2봉지
309,열무김치,1사발
310,깨,약간
310,비빔장,50g
310,소면,100g
310,삶은달걀,1/2개
310,오이,1/4개
310,쌈무,1토막
310,삶은 달걀,1/2개
310,물,500ml
310,만능 냉육수,1봉
310,냉면사리,1개
310,오이,약간
311,시판냉면,
311,육수,
311,무,
311,계란,
312,식초,1큰술
312,국수,1.5인분
312,식용유,1큰술
312,김치,2/3컵
312,간장,1큰술
312,고추장,1큰술
312,고춧가루,1큰술
312,설탕,1큰술
312,통깨,약간
312,참기름,1큰술
312,올리고당,1/2큰술
313,열무 김치 (있으면),적당량
313,깨소금,약간
313,다진 고추,약간
313,참기름,1.5T
313,와사비,1t
313,간장,2T
313,다진마늘,1T
313,국수,2인분
313,식초,4T
313,고춧가루,2T
313,고추장,2T
313,깻잎,2~3장
313,설탕,3T
314,설탕,1/2T
314,국수,1줌
314,양파,1/4개
314,오이,1/4개
314,깻잎,2장
314,마늘,2쪽
314,간장,1T
314,고추장,1T
314,고춧가루,1T
314,식초,1T
314,매실액기스,1T
314,올리고당,1T
314,참기름,1T
315,맛술,1큰 술
315,소면,2인분
315,다진 마늘,1/2큰 술
315,고추장,2큰 술
315,진간장,1큰 술
315,고춧가루,1큰 술
315,설탕,1큰 술
315,올리고당,1큰 술
315,식초,1큰 술
315,매실액,1큰 술
315,참기름,1큰 술
315,통깨,1큰 술
316,소금,1/2숟갈
316,소면,2인분(500원 크기 2개)
316,간장,5숟갈
316,설탕,3숟갈
316,고추가루,1/2숟갈
316,참기름,2숟갈
316,볶은깨,2숟갈
317,오이,1/3개
317,깨소금,4큰술
317,식초,4큰술
317,고추장,4큰술
317,다진파,3큰술
317,매실액,2큰술
317,진간장,1큰술
317,다진마늘,1큰술
317,냉면사리,2인분
317,고추가루,1큰술
317,삶은계란,1
317,참기름,적당량
317,쌈무,소량
317,냉면육수,1봉
317,설탕,1큰술
318,올리고당,3숟갈
318,냉면사리,1개
318,파인애플국물,5숟갈
318,파인애플링,3/4조각
318,양파,1/3개
318,고추장,3숟갈
318,깨소금,1숟갈
318,참기름,1+1/2숟갈
318,식초,4숟갈
318,간장,2+1/2숟갈
318,고춧가루,6숟갈
318,설탕,2숟갈
318,다진마늘,2숟갈
318,토마토,약간
318,오이,약간
318,꼬마전복,5개
318,매실액,2숟갈
319,설탕,3큰술
319,소금,1큰술
319,식초,3큰술
319,냉면사리,4개
319,참깨,조금
319,설탕,4큰술
319,국간장,2큰술
319,진간장,2/3컵
319,다진 생강,1작은술
319,다진 마늘,1큰술
319,양파,1/2개
319,배,1/2개
319,통깨,조금
319,참기름,조금
319,구연산,1/2큰술
319,양념장,8큰술
319,삶은 달걀,2개
319,오이,1개
319,무,1/3개
319,고운 고춧가루,1컵
319,포도당,1큰술
319,물엿,1/2컵
319,맛소금,1작은술
320,참기름,1바퀴
320,참깨,조금
320,다진마늘,1T
320,설탕,1.5T
320,맛술,1T
320,식초,2T
320,고춧가루,1T
320,고추장,2T
320,오이,조금
320,삶은 계란,1개
320,파프리카 (색깔별로),1/4개씩
320,냉면 사리,1인분
321,냉면,2인분
321,달걀(찐것),1개
321,오이,1/2
321,참기름,1T
321,액젓,2T
321,식초,2T
321,간장,1.5T
321,다진마늘,1.5T
321,설탕,2T
321,고추가루,1.5T
321,고추장,3T
321,깻잎,10장
321,사과,1/2
321,양파,1/4
322,우동면,1개
322,새우살,200그램
322,오징어,
322,피망,약간
322,당근,
322,숙주,1줌
322,밥,2/3공기
322,고추기름,1큰술
322,참기름,1큰술
322,소금,약간
322,굴소스,1큰술
322,간장,1큰술
322,올리고당,1큰술
323,표고버섯,1~2개
323,바지락,250g
323,오징어,1~1.5마리
323,새우(중하),160g
323,우동면,150g
323,당근,30g
323,양파,1/2~1개
323,청양고추,2개
323,청주,1큰술
323,후추,약간
323,다진파,1큰술
323,다진마늘,1큰술
323,바지락,250g
323,대파,1대
323,물,4컵
323,고춧가루,4~5큰술
323,다시마 5cm*,13cm
323,무우,30g
323,청주,1큰술
324,혼다시,1/2큰술
324,주꾸미,2마리
324,생우동,300g
324,쑥갓,4줄기
324,대파,1줄기
324,찐 어묵,1/2개
324,오징어 몸통,1/2쪽
324,홍합,10개
324,바지락,15개
324,낙지,1마리
324,새우,9마리
324,물,1리터
324,다시마 작은것,2장
324,가스오부시,1컵
324,간장,3큰술
324,청주,1큰술
325,시누끼 우동면,1개
325,낙지,1마리
325,전복,1마리
325,새우,2마리
325,물,4컵
325,다시마,1쪽
325,삶은계란,1개
325,처음부터육수(취향껏),1T
325,건더기스프,
325,간장(기호에 맞게 가감),1T
325,파,약간
326,대파 흰 대,1개
326,우동면,3팩
326,파프리카(소),2개
326,냉동 새우,1컵
326,베이컨,125g(1팩)
326,양파,1/4개
326,통깨,약간
326,송송썬 쪽파,1큰술
326,가다랑어포,5g
326,굴소스,0.5큰술
326,어간장,2큰술
326,당근,1/3개
326,포도씨유,적당히
326,다진마늘,1큰술
326,절단 꽃게,6개
326,화이트와인(또는 청주),2큰술
327,포도씨오일,10숟갈
327,춘장,1봉
327,양파小,6개
327,양배추,300g
327,해물믹스,300g
327,우동면,
327,다진마늘,1숟갈
327,물,3컵
327,전분가루,3숟갈
327,물,6숟갈
328,설탕,1/3컵
328,춘장,1봉지
328,잘게 썰은 대파,2컵
328,양파,3컵
328,식용유,1컵
328,진간장,1/3컵
328,굴소스,2/3컵
328,돼지고기,400그램(2컵)
328,식용유,1컵
329,다진생강,약간
329,굴소스,3Ts
329,청주나 소주,3Ts
329,식용유,넉넉히
329,춘장,3Ts
329,오이,약간
329,주꾸미,4마리
329,칵테일새우,2줌
329,오징어,1마리
329,설탕,1.5Ts
329,호박,1/2개
329,돼지고기,2줌
329,양파,2개
329,생면,3개
329,다진파,3Ts
329,간장,3Ts
329,녹말물,6Ts
329,물,2컵
329,다진마늘,약간
330,물,1큰술
330,생면,
330,스파게티면,
330,감자,1개
330,양파,1개
330,오징어,
330,새우,적당량
330,양배추,
330,식용유,
330,녹말물,
330,춘장,100그램
330,식용유,3큰술
330,된장,2큰술
330,설탕,2큰술
330,청주,1큰술
331,후추,2꼬집
331,간장,1t
331,고춧가루,1t
331,쪽파,1개
331,해물믹스,1컵(종이컵기준)
331,양파,1/2개(중)
331,짜장라면,2봉지
331,주키니호박,1/7(자투리)
332,물,600mL
332,굴소스,1T
332,양파,1/2개
332,청경채,100g
332,손질오징어,100g
332,새우,100g
332,바지락살,50g
332,식용유,2T
332,고춧가루,3T
332,간장,1T
332,다진마늘,1T
332,맛술,1T
332,후추,1/3t
332,물,4T
333,치킨스톡,1스푼
333,소금,1스푼
333,새우,10마리
333,굴소스,1스푼
333,바지락 조개,15개
333,오징어,1마리
333,고춧가루 (매운),1스푼
333,간장,1스푼
333,해물믹스,1컵
333,봄동,7~8장
333,당근 (선택),약간
333,양파,1/2개
333,대파,1대
333,청양고추,2개
333,홍고추,1개
333,고춧가루 (안매운),2스푼
333,표고버섯,3개
333,청경채 (선택),2개
333,다진마늘,1T
333,뜨거운물,1컵
333,냉수,6컵
333,식용유,약간
333,청주,1스푼
333,중화 면 이나 칼국수 면,적당량
333,목이 (선택),3개
333,삼겹살 (선택),1줄
334,양배추,
334,홍합,1팩
334,돼지고기,300g
334,오징어,1마리
334,새우,6마리
334,양파,1/2개
334,호박,
334,당근,
334,땡초,
334,대파,1뿌리
334,마늘,2스푼
334,고춧가루,3스푼
334,고운고춧가루,2스푼​
335,깐새우,100g
335,생면,4인분
335,물,5컵
335,갑오징어,1마리
335,홍합,400g
335,고추기름,2큰술
335,양파,1개
335,속배추,4잎
335,소금,약간
335,애호박,1/2개
335,국간장,약간
335,고춧가루,3~4큰술
335,대파,1대
335,부추,50g
335,마늘,3쪽
336,모시조개,1봉지
336,느타리버섯,
336,낙지,10마리
336,새우,10마리
336,양파,1개
336,전복,10마리
336,육수물,
336,멸치,
336,청경채,10개
336,무우,
336,식용유,
336,고추기름,
336,고추가루,
336,집간장,
336,죽순,
336,당근,
336,호박,
336,홍고추,
336,소금,
336,마늘,
336,베트남고추,
336,대파,
336,말린송이버섯,
336,목이버섯,
336,표고버섯,
336,표고버섯,
337,다진마늘,2ts
337,감자,2개
337,밀가루(중력분),5큰술
337,소금,1꼬집
337,애호박,1/3개
337,대파,1대
337,청양고추,3개
337,멸치,10마리
337,다시마,2개
337,소금,1T
337,국간장,1T
337,계란,1개
338,호박,1/2개
338,밀가루,3컵
338,물,200ml
338,양파(소),1/2개
338,소금,1/3스푼
338,국간장,3스푼
338,다시멸치,10마리
338,다진마늘,1/3스푼
338,당근,1/2개
338,물,2300ml
339,물,1200ml
339,멸치,1주먹
339,소금,1/2스푼
339,김치 국그릇,1개
339,김치국물,1국자
339,참기름,1스푼
339,멸치다시마육수,1200ml
339,대파,1/2개
339,청양고추 1개~,2개
339,양파,1개
339,호박,1/2개
339,국간장,1스푼
339,고추가루,1스푼
339,다진마늘,1/2티스푼
339,소금,
339,밀가루 종이컵,2컵
339,물,2/3컵
339,다시마,2장
339,감자,1개
340,밀가루,300g
340,송송썬김치,1+1/2컵
340,자른다시마,1개
340,물,1.5리터
340,대파,약간
340,참기름,1큰술
340,된장,1작은술
340,국간장,1작은술
341,소금,약간
341,밀가루,1컵
341,감자,2개
341,양파,1/2개
341,대파,1대
341,국간장,1/2큰술
341,다진마늘,1/2큰술
341,물,7컵
341,다시마(5cmx5cm),2장
341,국물용멸치,20마리 이상
341,소금,약간
341,애호박,1/4개
341,찬물,적당량
342,스리차라소스,2Ts
342,쌀국수,1줌
342,파프리카,1/4개
342,숙주,150g
342,양파,1/4개
342,마늘,2개
342,새우,7마리
342,양송이,2개
342,계란,1개
342,굴소스,1Ts
342,간장,1/2Ts
342,설탕,1/2Ts
342,피쉬소스,1/2Ts
342,칠리소스,1Ts
343,새우살,80g
343,쌀국수,2인분
343,오징어살,1/2마리
343,숙주,1줌
343,설탕,2숟가락
343,액젓,2숟가락
343,굴소스,2숟가락
343,간장,2숟가락
343,식용유,3숟가락
343,달걀,2개
343,땅콩분태,2숟가락
343,다진마늘,1숟가락
343,쪽파,2뿌리
343,대파,5cm
343,양파,1/6개
343,물,5숟가락
343,청고추,1개
343,홍고추,1개
343,칠리소스,2숟가락
344,쌀국수,2인분
344,참치,1캔(소)
344,양파,1개
344,배추(청경채),1줌
344,어묵,1줌
344,마늘,1줌
344,홍고추,1개
344,청량고추,1개
344,간장,3큰술(가감)
344,후추,3톡
344,맛술,1
344,통깨,조금
344,굴소스,1큰술
344,오일,3큰술
344,고춧가루,2큰술
345,양파,1/2개
345,소고기(불고깃감),100g
345,후춧가루,약간
345,고운 소금,약간
345,다진마늘,1t
345,굴소스,1t
345,맛술,1T
345,간장,1T
345,식용유,약간
345,쌀국수,50g
345,통깨,약간
345,대파,1토막
345,깐마늘,3쪽
345,부추 대체 (쪽파),약간
345,파프리카(홍),1/4개
345,숙주나물,1줌
345,참기름(기호),약간
346,맛간장,3Ts
346,빨강 파프리카,1/4개
346,쌀국수,150g
346,새송이버섯,1개
346,초록 파프리카,1/4개
346,노랑 파프리카,1/4개
346,양파,1/2개
346,마늘,4톨
346,청양고추,1개
346,쥐똥고추,6개
346,포도씨유,적당량
346,물,2Ts
346,참기름,1/3Ts
346,발사믹식초,1/2Ts
346,후춧가루,약간
347,식초,3T
347,매실액,4T
347,설탕,1T
347,설탕,1T
347,국간장,1T
347,깨소금,2T
347,김치국물,700g
347,무,1/4개
347,소면,450g
347,얼음,
347,삶은계란,3개
347,식초,1T
347,멸치,3마리
347,고춧가루,1T
347,다시마,4개
348,열무김치,100g
348,냉면육수,1팩
348,소면,2인분
348,설탕,1꼬집
348,통깨,1꼬집
348,열무김치국수국물,100ml
348,오이,1/2개
349,얼음,
349,열무김치,
349,소면,
349,매실액,1큰술
349,설탕,1t
349,식초,1t
350,소면,2인분
350,열무김치,1+1/2줌
350,물,1/2국자
350,열무김치국물,1국자
350,냉면 육수,1봉지반
350,참기름,1큰술
350,설탕,1/2큰술
350,깨,
351,시판 냉면육수,2인분
351,열무김치,500g
351,오이,1/2개
351,열무김치국물,300ml
351,소면,2인분
351,통깨,1t
352,화이트와인,
352,소금,
352,바질가루,
352,올리브유,
352,스파게티면,
352,청양고추,
352,마늘,
352,바지락,
353,파스타 삶은 물,1/2컵
353,가지,1개
353,스파게티 면,100g
353,맛술,2스푼
353,올리브오일,6스푼
353,다진 마늘,1스푼
353,청양고추,2개
353,후춧가루,적당량
353,소금,적당량
353,굴 소스,1스푼
354,소금,약간
354,엑스트라버진 올리브오일,1+1/2Ts
354,천일염,7g
354,파르메산치즈,적당량
354,파슬리,가루
354,페페론치노,3~4개
354,마늘,4쪽
354,스파게티면,70g
355,양송이버섯,
355,오징어,
355,새우,
355,통밀면,스파게티
355,모시조개,
355,양파,
355,청주,2ts
355,올리브오일,
355,소금,
355,마른고추,
355,마늘,
355,토마토,
356,MSG,약간
356,후추,약간
356,올리브유,3숟가락
356,면수 또는 물,1/4종이컵
356,통마늘,3개
356,양파,1/8개
356,스파게티면,2인분
356,냉이,1줌(50g)
356,연두순,1숟가락
357,우유,2컵
357,카레가루,3T
357,양파(옵션),1/4개
357,우동사리,1봉
358,간장,1숟가락
358,까나리액젓,1숟가락
358,고춧가루,2숟가락
358,우동면,1개
358,김가루,2숟가락
358,검은깨,약간
358,참기름,약간
358,쪽파,1대
358,양파,1/2개
358,통조림참치,1캔
358,고추기름,7숟가락
359,맛살,1개
359,표고버섯,1개
359,파,약간
359,어묵,1봉
359,쯔유,6큰술
359,소금,약간
359,물,3컵
360,우동 사리 소포장,1봉지
360,계란노른자,1개
360,슬라이스 체다치즈,3장
360,우유,2컵
360,다진마늘,1/2스푼
360,양파,1/3개
360,베이컨,100g
360,칵테일 새우,4마리
360,허브솔트,약간
361,사각어묵,2장
361,고추가루,소량
361,후추가루,소량
361,소금,1/2T정도
361,다진마늘,1/3T
361,익은배추김치,3장
361,국간장,2T
361,멸치다시마육수,4+1/2컵
361,우동면,2개(210g짜리 2개)
361,다진파,2T
362,올리고당,2T
362,굴소스,2T
362,다진마늘,1T
362,고추가루,1T
362,간장,2T
362,대파,
362,청양고추,
362,숙주,
362,청경채,
362,버섯,
362,우동면,400g
362,물,1T
362,양파,
363,우동면,1인분
363,양파,1개
363,당근,1/4개
363,양배추,1/6개
363,칵테일새우(or햄),10-15마리
364,간장,1
364,우동면,
364,모듬해물,
364,양배추,
364,양파,
364,통마늘,
364,파프리카,
364,버섯,
364,참기름,
364,고추장,1.5
364,고추가루,2
364,올리고당,1
364,청경채,
364,설탕,0.5
364,굴소스,1
364,다진마늘,
364,후추,
365,매실주,1큰술
365,깐새우,150g
365,오징어,1마리
365,우동면,2봉
365,숙주,150g
365,양파,1/2개
365,대파,1/2대
365,청양고추,2개
365,홍고추,1개
365,마늘,6쪽
365,굴소스,2큰술
365,깨소금,약간
365,참기름,약간
365,간장,2큰술
365,고춧가루,1/2큰술
365,올리고당,기호껏
366,후춧가루,
366,오일,1숟갈
366,우동면,200g
366,어묵,120g
366,양파,1/4개
366,대파,
366,다진마늘,
366,깨소금,
366,간장,3숟갈
366,고추가루,1/2숟갈
366,물,3숟갈
366,다진마늘,
366,참기름,1/2숟갈
366,올리고당,2/3숟갈
367,양파,1개
367,양배추,1/5개
367,돼지고기,200g
367,오이,1/3개
367,물전분,3T
367,설탕,1T
367,춘장,1/3컵
367,파스타면,2인분
367,파,2줄기
368,카놀라유,2수저
368,물,1컵
368,대파,
368,생강가루,1/3작은수저
368,만두 소,12개분
368,양파,1개
368,짜파게티,4개
369,당근,1/2개
369,양파 중,2개
369,돼지고기,400g
369,호박,1/2개
369,양배추,1/4개
369,간마늘,1/2스푼
369,생강즙,1/2스푼
369,포도씨유,1/2컵
369,짜장가루,1컵
369,칼국수면,500g
369,완두콩,약간
370,올리브유,4스푼
370,춘장,5스푼
370,애호박,1/2개
370,당근,1/2개
370,돼지고기,20g
370,양파,1개
370,양배추,1/4개
370,생면(시판용),
370,다진마늘,1스푼
370,물,1컵
371,생면,
371,다진마늘,1큰술
371,돼지고기,450g
371,양파,2개
371,배춧잎,10장
371,호박,1/3
371,대파,1대
371,춘장,1+1/2큰술
371,물,1+1/2컵
371,다진생강,1/2큰술
371,물전분,
371,간장,2큰술
371,설탕,1+1/2큰술
371,식용유,
371,굴소스,1큰술
371,후추,
371,소금,
372,국수,
372,다진마늘,1/2스푼
372,다진대파,1스푼
372,무,
372,깨,1스푼
372,호박,
372,당근,
372,계란,
372,김가루,
372,김치(익은것),
372,국물용멸치,1줌
372,대파,
372,양파,1/2개
372,다시마(5x5),2장
372,국간장,1스푼
372,물,1400ml
372,간장,4스푼
372,다진고추,1스푼
372,고추가루,1스푼
372,참기름,1스푼
372,매실액,1스푼
373,참기름,약간
373,설탕,1/4스푼
373,통깨,1/4스푼
373,송송 썰은 김치,2스푼
373,다진마늘,약간
373,소금,2꼬집
373,국간장,1스푼
373,물,500ml
373,송송썬파,약간
373,김가루,
373,소면,1웅큼
373,다시멸치,10마리
374,참기름,약간
374,맛술,1T
374,설탕,1T
374,소면,1줌(100g)
374,애호박,1/6개
374,당근,1/6개
374,양파,1/4개
374,달걀,1개
374,멸치,1줌(15마리)
374,물,6C
374,무,300g
374,양파,1/2개
374,간장,3T
374,고춧가루,1T
374,고추,1개
374,물,2T
374,다진 마늘,1/4T
374,부순 참깨,1T
374,다시마 (10cm X 10cm),1장
375,양념김치,
375,지단,
375,애호박,
375,깨,듬뿍
375,설탕,1/2스푼
375,고추가루,2
375,간장,3
375,,
375,무,
375,파,
375,다시마,
375,멸치,
375,양파,
375,,
375,소면,
375,다진마늘,
376,국물용 멸치,20~30마리
376,청양고추,2개
376,달걀,2개
376,표고버섯,1개
376,소면,양껏
376,다진마늘,1+1/2큰술
376,당근,1/3
376,호박,1/3
376,양파,1/2
376,대파,1/2
377,멸치,
377,청양고추,1개
377,애호박,약간
377,홍고추,1개
377,대파,1개
377,오징어,1마리
377,양파,1/2개
377,다시마,
377,건새우,
377,소금,
377,후춧가루,
377,국간장,1큰술
377,맛술,1작은술
377,고춧가루,2큰술
377,다진마늘,1작은술
377,식용유(혹은 고추기름),2큰술
378,파,
378,오징어,
378,돼지고기,1종이컵
378,양배추,1컵사발
378,당근,1종이컵
378,호박,1컵사발
378,양파,1컵사발
378,소금,
378,간장,
378,고춧가루,
378,청양 고추,1소주컵
378,생강,
378,부추,1종이컵
378,후추,
379,후추,약간
379,멸치 다시마 육수,800ml
379,오징어,1마리
379,양파,1개
379,쥬키니 호박,1/3개
379,양배추,100g
379,당근,50g
379,대파(10cm),2개
379,청양고추,2개
379,부추,1줌(50g)
379,청주,1T
379,고춧가루,3T
379,다진 마늘,1T
379,국간장,2T
379,굴소스,1T
