recipe_id,step,recipe
544,8,김이 모락모락~ 아직도 여전히 추운데 간단하면서 따듯하게 한그릇 어떠셔요^^
545,1,키친타올을 이용해 소고기 핏물을 닦아주세요.덩어리 고기를 사용할 경우 수직 방향(고기의 결과 반대로)으로 썰어주세요. 결대로 썰어주면 고기가 질겨져요.
545,2,미역은 물 500ml(약 2.5컵)에 10분간 불려주세요.미역 20g은 이 정도.  대충 가늠할 수 있겠지요? 저울이 없는 분들은 사진 참고해서 양 조절해주세요.
545,3,"미역은 물 500ml(약 2.5컵)에 10분간 불려주세요.혹, 양 조절에 실패했다면 불린 미역은 냉동실에 보관해뒀다가 드세요."
545,4,불린 미역은 가위를 이용해 먹기 좋은 크기로 잘라주세요.
545,5,미역은 체를 이용해 건져주세요. 이때 미역 불린 물은 버리지 않고 미역국 끓일 때 물 대신 사용해주세요.엄마의 레시피.. 미역 불린 물 혹은 쌀뜨물을 넣어 미역국을 끓이는 거예요.  국물의 깊이가 달라진다고 해야 할까요? 조미료 하나 넣지 않고도 깊고 진한 맛의 미역국을 끓일 수 있어요.
545,6,중불로 달군 냄비에 참기름 1큰술을 두른 뒤 다진마늘 1큰술과 소고기를 넣고 볶아주세요.
545,7,소고기 겉면이 절반 정도 익을 때쯤 국간장 1큰술을 넣어 볶아주세요.
545,8,미역을 넣고 푸른색을 띨 때까지 달달 볶아주세요.
545,9,쌀뜨물 혹은 미역 불린 물 400mL(약 2컵)를 붓고 강불로 올려주세요.
545,10,국물이 끓기 시작하면 물 1L(약 5컵)를 넣어주세요. 다시 끓어오르면 중약불로 줄인 뒤 15분간 끓여주세요.
545,11,국간장 1큰술을 넣고 부족한 간은 소금으로 더해주세요. 엄마 손맛 가득한 미역국 완성입니다.
546,1,미역은 물에 담궈 불려준다.
546,2,"불려진 미역은 잘게 잘라서 냄비에 넣고, 참기름을 넉넉히 두르고 센불에 볶아준다. 센불에 미역이 물기가 거의 없어질 정도로 많이 볶아준다. 미역들이 물기가 없어 냄비에 달라 붙을 지경이 될때까지.. 이게 뽀인트1"
546,3,볶아진 미역에 물을 미역이 잠기지 않을정도로만 부어주고 다진마늘을 한스푼정도 넣어주고 센불에 끓여준다. 이게 뽀인트 2!!!! 물을 적게 붓는 것.. 물이 적으면 그만큼 잠깐만 끓여도 미역국이 뽀얗게 나온다.
546,4,"물이 졸아들면 다시 물을 미역이 잠길만큼 부어준다. 벌써 국물이 뽀얗게 보인다. 간은 간장 1T, 된장 1/2T, 소금(원하는 간만큼 소금을 넣어준다.)"
546,5,국물이 졸아들면 이제 원하는 물 높이로 물을 넣고 센불에 마지막으로 시간이 되는만큼 끓여준다.
546,6,"뽀얗고 진한 미역국 완성!! 홍합미역국, 새우미역국 등등 본인이 원하는 미역국이 있을거다.. 그건 개인취향에 따라 추가 하면 됨..."
547,1,자른 건미역은 물에 불린 후 씻어 체에 건져 물기를 빼 줍니다.
547,2,냄비에 준비한 미역을 담고 두부 300g을 깍뚝썰기로 잘라 넣고 다진마늘 1큰술을 넣어 줍니다.
547,3,그리고 다시마 멸치육수 6컵을 부어 줍니다.
547,4,그리고 된장 3큰술을 넣고 덩어리 없이 풀어 넣고 끓여 줍니다.
547,5,국물이 우러나도록 고르게 팔팔 끓으면 밑동을 자르고 반으로 자른 팽이버섯 1/2봉지를 넣고 한번 더 끓여 주시면 되겠습니다.
548,1,건미역을 미지근한 물에 담궈 부드러워질때까지 충분히 불려줍니다..
548,2,"불린 미역을 바락바락 주물러 씻은후 헹궈서.. 다진마늘과 집간장, 들기름을 넣고 볶아줍니다..."
548,3,"그런다음, 물을 넣고 끓이다가... 팔팔 끓기시작하면..."
548,4,"소고기를 넣고 뭉근하게 오래 끓여주고, 마지막에 기호에 따라 소금으로 간을 맞춰주면 완성입니다."
549,1,"미역은 20분간 불린후 물기를 꼬옥 짜놔주시고요, 소고기는 국간장(0.5)과 후춧가루(0.1)를 넣어 살짝 밑간을 해놔주세요~"
549,2,"미역에 들기름(1)를 넣고 미역의 진액이 나올때까지 (약3~5분정도) 빨래빨듯 빡빡 주물러주세요~ ☆ 꿀처팁- 이렇게 주물러주게되면 짧게 끓이더래도 빠른 시간안에 완전 뽀얀 국물이 우러나와요, 짧게 끓여도 완전 진국~~"
549,3,"이제 냄비에 들기름(1)을 두르고 준비한 미역을 넣고 약불에서 볶아주세요 > 밑간을해둔 고기도 같이 볶아주세요 > 고기 겉면의 색깔이 익은것처럼 변하면 물(6컵)을 넣고 뚜껑을 열고 쎈불에서 20분간 끓여주세요 > 이제 국간장(1), 까나리액젓(1), 다진마늘(0.5~1), 후춧가루(0.2), 소금(간보시고 기호대로 가감)을 넣고 한소끔만 더 끓여주세요~"
549,4,"사실 미역국은 푹~ 끓여야 미역도 부들부들하고 국물도 찐해서 맛있는데요~ 요즘처럼 바쁜세상,,  위에 알려드린 꿀처팁대로 해보신다면 정말 짧은시간안에 찐한 국물의 미역국을 맛보실수 있을꺼예요~ 그럼 오늘도 맛나고 건강한음식 드시고 행복하세요~♡"
550,1,바지락을 찬물에 깨끗이 해감해서 씻어줍니다.
550,2,끓는 물에 깨끗이 씻은 바지락을 넣어줍니다.
550,3,대파와 두부를 넣어준 다음 미림과 마늘 소금을 넣어주고 한소끔 끓입니다.
551,1,국거리용 소고기와 얇게 나박나박 썬 무를 준비해주세요. 무는 얇게 썰수록 조리시간이 줄어드니 조리시간 감안해서 썰어주세요. 기호껏 고기와 무 양을 조절해주시면 된답니다.
551,2,참기름 2T 넣고 중불에서 소고기를 먼저 볶아주세요.
551,3,참기름 넣고 볶다가 고기가 살짝 덜 익었을 때 국간장 4T 넣고 볶아주세요. 국간장을 고기 볶을 때 넣어서 의아해 하셨죠 ? 이것이야 말로 저만의 비법! 고기에 간이 베여서 나중에 국물에도 진한 맛을 내주거든요. 다른 간이 전혀 필요없어요.
551,4,"소고기가 맛있게 달달 볶아지면, 썰어둔 무를 넣고 볶아주세요."
551,5,미리 끓여둔 멸치육수를 조금 붓고 뚜껑을 덮어 센불로 끓여주세요. 같은 방법으로 3번 반복해서 끓여주세용 :) 여기서 포인트는 한번에 육수를 다 넣지 않고 육수를 3번 나눠서 조금씩 넣고 끓인다는 점 ! 무와 소고기의 맛이 국물에 진하게 우려나오도록 하기 위한 방법이에요.
551,6,"뚜껑 닫고 팔팔 끓이다보면 ! 고기에서 나오는 거무스름한 거품이 생기거든요, 거품을 제거해주세요."
551,7,"간마늘 1T, 대파 1개를 송송 썰어 소고기무국에 투하! 간마늘 향 강한거 싫으시면 0.5T 줄여서 넣어주세요."
551,8,푹 끓여주면 소고기무국 완성이요 :) 전 미리 끓여둬서 불 끄고 식혔다가 신랑올 때쯤 다시 끓였더니 더 깊은 맛이 나고 맛있었다는! 그리고 무엇보다 멸치육수 덕분에  더 구수하고 깔끔한 맛이 났지요.
552,1,먼저 숙주는 흐르는 물에 여러 번 헹궈 체에 밭쳐 물기를 빼주시고요. 무는 먹기 좋은 크기로 썰어주세요.
552,2,"때깔 좋은 소고기 300g도 준비하고요. 청양고추 1개와 홍고추 1개는 어슷 썰어줍니다. 대파는 길쭉길쭉하게 썰어주셔도 되고, 송송 썰어주셔도 되고, 저처럼 두 가지 스타일로 썰어주셔도 돼요 ㅎㅎ"
552,3,"재료가 모두 준비됐다면, 요리를 시작해볼게요! 먼저 냄비에 참기름 2 큰 술을 두르고 중약불에서 국거리 소고기를 적당히 볶아줍니다."
552,4,소고기의 겉 부분이 적당히 익었다 싶으면 고춧가루 4 큰 술을 넣고 약불에서 5분 정도 볶아주시고요. (센 불에서 볶으시면 양념이 탈 수 있으니 불 조절 잘 해주세요 ^^)
552,5,무를 넣고 중불에서 5분가량 볶다가 물 1.4리터를 부어 무가 완전히 익을 때까지 바글바글 끓여줍니다.
552,6,국간장 2 큰 술과 다진 마늘 1 큰 술을 넣어주시고요.  나머지 간은 소금으로 본인의 입맛에 맞게 맞춰줍니다.
552,7,간이 잘 맞는다면 숙주와 대파를 넣고 한소끔 끓여주기!
552,8,마지막으로 어슷 썰어둔 청양고추와 홍고추를 투척하기만 하면 경상도식 얼큰 소고기국 만들기 끝!
552,9,보기만 해도 군침이 꿀꺽 넘어가는 먹음직스러운 얼큰 소고기국 ♥
552,10,"보통 요리가 완성되면 사진부터 찍고 나서 밥을 먹는 편인데, 넘 맛있어서 한 그릇 먹어치운 뒤에 사진 찍었다는 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
552,11,"국물이 얼큰하고 칼칼해서 술 먹은 다음날 해장으로도 좋은 경상도식 얼큰 소고기국 - 오늘 국물요리 뭘 만들까 고민이시라면, 경상도식 얼큰 소고기 뭇국 추천드려요!"
553,1,소고기는 찬물에 10분정도 담가 핏물을 제거해주세요.
553,2,무는 네모지게 토막 썰어주세요. 두께는 0.5cm정도로 너무 두껍지 않고 너무 얇지 않은 두께로 준비해주세요.
553,3,대파 1대는 큼직큼직 어슷 썰어주세요.
553,4,참기름 1큰술을 넣어준 후 고기를 넣고 겉면의 색이 변할 때까지 볶아주세요.
553,5,고기가 갈색으로 변하면 무를 넣어 준 후 살짝 투명해질때까지 볶아주세요.
553,6,무와 고기가 잘 볶아지면 물을 넣고 중불로 끓여주세요. 위에 생기는 거품은 걷어내주세요.
553,7,"국간장 2큰술, 소금 1작은술, 다진마늘 1/2큰술, 설탕1/2큰술을 넣어 간을 해주세요."
553,8,중불로 20분간 보글보글 끓여준 후 대파와 후추를 톡톡 뿌려주면 완성!!
554,1,"무는 나박나박 썰고, 대파는 길쭉길쭉하게, 느타리버섯은 찢어서 준비해주세요. 콩나물은 깨끗이 씻고, 양지살은 키친타월로 눌러 핏물을 제거해주세요."
554,2,"달군 냄비에 참기름 한 바퀴 다진마늘1을 넣고 양지살을 볶아주세요. 쇠고기의 핏기가 사라졌으면 무, 고춧가루 2, 국간장 2를 넣고 무가 살짝 투명해질 때까지 한 번 더 볶아주세요."
554,3,육수(700ml ~ 1000ml)를 넣고 바글바글 끓여주세요. 전 약불로 30분 정도 끓여주었어요 !육수(700ml ~ 1000ml)
554,4,"대파와 콩나물, 느타리버섯을 넣고 한소끔 더 끓여주세요.콩나물 비린내를 없애기 위해 뚜껑은 쭉 열고 끓여줍니당"
554,5,"국간장 1, 멸치 액젓 1을 넣고 계속 끓여주세요. 푹 끓이면 끓일수록 더 맛있는 소고기무국 완성 ٩(ˊᗜˋ*) و국간장 1, 멸치 액젓 1, 소금모자란 간은 소금을 넣어 맞춰주시는 게 좋답니당"
555,1,소고기는 물에 10분정도 담궈서 핏물을 빼주세요
555,2,대파 1대를 어슷썰고
555,3,표고버섯은 자르기전에 씻지마세요 자르고 씻으세요 버섯은 스폰지처럼 물을 흡수하기때문에 씻고 자르면 미끄러워서 잘 안잘리고 손베일 위험성이 있어요^^
555,4,청양고추도 어슷썰어놓고
555,5,무도 네등분으로 잘라주세요
555,6,핏물이 이만큼~! 물을 버리고 살짝 헹궈주세요
555,7,숙주는 깨끗이 손질하고 씻어줍니다
555,8,"소고기를 국간장 5, 진간장 2, 참기름 1큰술 넣고 볶아주세요 국간장은 나중에 넣으셔도 됩니다 전 다 넣고~"
555,9,고기가 볶아질때 다진마늘 1큰술도 넣어서 볶아주세요
555,10,고기 색이 변하기 시작하면 무를 넣고
555,11,고추가루 7큰술과 고추기름(생략가능) 1큰술을 넣고
555,12,볶아주세요
555,13,버섯도 넣고 볶아주다가
555,14,물을 넣고 끓여주세요
555,15,국이 끓기 시작하면 숙주도 넣고
555,16,파와 청양고추도 넣고
555,17,뚜껑닫고 팔팔 한소끔 끓여주세요
555,18,무가 익었으면 다 익은거예요^^ 저는 너무 빨갛게 만들었는데 덜 빨갛게 하실거면 고추가루와 고추기름의 양을 줄이고 간장의 양도 줄이시면 덜 맵게 만드실수있어요~ 얼큰한 소고기무국 생각과는 다르게 무의 달큰한 맛이 많이 느껴졌어요 역시 소고기무국 본연의 맛은 있더라구요 !!!!!  오늘 같은 날 얼큰한게 많이 땡기네요^^
556,1,키친타올을 이용해 소고기 핏물을 닦아주세요.덩어리 고기를 사용할 경우 수직 방향(고기의 결과 반대로)으로 썰어주세요. 결대로 썰어주면 고기가 질겨져요.
556,2,미역은 물 500ml(약 2.5컵)에 10분간 불려주세요.미역 20g은 이 정도.  대충 가늠할 수 있겠지요? 저울이 없는 분들은 사진 참고해서 양 조절해주세요.
556,3,"미역은 물 500ml(약 2.5컵)에 10분간 불려주세요.혹, 양 조절에 실패했다면 불린 미역은 냉동실에 보관해뒀다가 드세요."
556,4,불린 미역은 가위를 이용해 먹기 좋은 크기로 잘라주세요.
556,5,미역은 체를 이용해 건져주세요. 이때 미역 불린 물은 버리지 않고 미역국 끓일 때 물 대신 사용해주세요.엄마의 레시피.. 미역 불린 물 혹은 쌀뜨물을 넣어 미역국을 끓이는 거예요.  국물의 깊이가 달라진다고 해야 할까요? 조미료 하나 넣지 않고도 깊고 진한 맛의 미역국을 끓일 수 있어요.
556,6,중불로 달군 냄비에 참기름 1큰술을 두른 뒤 다진마늘 1큰술과 소고기를 넣고 볶아주세요.
556,7,소고기 겉면이 절반 정도 익을 때쯤 국간장 1큰술을 넣어 볶아주세요.
556,8,미역을 넣고 푸른색을 띨 때까지 달달 볶아주세요.
556,9,쌀뜨물 혹은 미역 불린 물 400mL(약 2컵)를 붓고 강불로 올려주세요.
556,10,국물이 끓기 시작하면 물 1L(약 5컵)를 넣어주세요. 다시 끓어오르면 중약불로 줄인 뒤 15분간 끓여주세요.
556,11,국간장 1큰술을 넣고 부족한 간은 소금으로 더해주세요. 엄마 손맛 가득한 미역국 완성입니다.
557,1,건미역을 미지근한 물에 담궈 부드러워질때까지 충분히 불려줍니다..
557,2,"불린 미역을 바락바락 주물러 씻은후 헹궈서.. 다진마늘과 집간장, 들기름을 넣고 볶아줍니다..."
557,3,"그런다음, 물을 넣고 끓이다가... 팔팔 끓기시작하면..."
557,4,"소고기를 넣고 뭉근하게 오래 끓여주고, 마지막에 기호에 따라 소금으로 간을 맞춰주면 완성입니다."
558,1,"미역은 20분간 불린후 물기를 꼬옥 짜놔주시고요, 소고기는 국간장(0.5)과 후춧가루(0.1)를 넣어 살짝 밑간을 해놔주세요~"
558,2,"미역에 들기름(1)를 넣고 미역의 진액이 나올때까지 (약3~5분정도) 빨래빨듯 빡빡 주물러주세요~ ☆ 꿀처팁- 이렇게 주물러주게되면 짧게 끓이더래도 빠른 시간안에 완전 뽀얀 국물이 우러나와요, 짧게 끓여도 완전 진국~~"
558,3,"이제 냄비에 들기름(1)을 두르고 준비한 미역을 넣고 약불에서 볶아주세요 > 밑간을해둔 고기도 같이 볶아주세요 > 고기 겉면의 색깔이 익은것처럼 변하면 물(6컵)을 넣고 뚜껑을 열고 쎈불에서 20분간 끓여주세요 > 이제 국간장(1), 까나리액젓(1), 다진마늘(0.5~1), 후춧가루(0.2), 소금(간보시고 기호대로 가감)을 넣고 한소끔만 더 끓여주세요~"
558,4,"사실 미역국은 푹~ 끓여야 미역도 부들부들하고 국물도 찐해서 맛있는데요~ 요즘처럼 바쁜세상,,  위에 알려드린 꿀처팁대로 해보신다면 정말 짧은시간안에 찐한 국물의 미역국을 맛보실수 있을꺼예요~ 그럼 오늘도 맛나고 건강한음식 드시고 행복하세요~♡"
559,1,마른미역이랑 소고기는 종이컵으로 한컵씩 준비해 주세요~
559,2,요게 4인분 정도 되는 양입니다 마른건 양이 적어 보여도 불리면 10배로 불어난답니당
559,3,마른미역은 물에 10분정도 넣고 부드럽게 불린 다음 물에 살짝 헹궈 물기를 제거해서 4~6cm 길이로 잘라주세요 거품이 나기때문에 2~3번정도 헹군 뒤에 끓이면 좋고 잘라져 나온 미역을 사용하면 편해용^^
559,4,소고기는 키친타올에 올려 핏물을 조금 제거해 주세요~
559,5,참기름 2큰술을 넣고 고기를 먼저 볶아 주세요~
559,6,고소하고 맛있는 냄새를 풍기며 반쯤 익으면
559,7,미~역도 넣고 같이 볶아주세요 눌러붙지 않게 잘 섞어가면서 2~3분 볶으면 되요
559,8,물 8컵을 부어 주세요~ 살뜨물을 넣어서 끓여도 깊은맛이 나고 맛있다는데 전 그냥 정수기물 부었어요
559,9,다진마늘 1작은술도 넣어주세요~ 마늘은 물 넣고나서 넣어도 되고 미역 볶을때 넣고 같이 볶아도 상관없어요~
559,10,국간장은 2큰술을 넣어요 모자른 간은 국간장이나 꽃소금으로~
559,11,처음에 센불에서 끓이다가 중불로 줄여 30분 이상 끓이면
559,12,깊고 진한 백종원 미역국이 완성됩니다~
560,1,고기밑간 재료인 간장과 후추약간을 넣고 소고기는 재워둡니다.
560,2,미역은 20분정도 불려 먹기좋은 크기로 썰어 국간장 2스푼을 넣어 무쳐줍니다.
560,3,쌀뜨물을 준비해줍니다.
560,4,참기름 2숟갈을 넣고 소고기부터 달달 볶아줍니다.
560,5,고기가 허옇게 익어가면 다시 참기름 2숟갈을 넣고 미역을 넣고 함께 볶아줍니다.
560,6,쌀뜨물을 부어 푹 끓여줍니다.
560,7,센불에서 20분 끓이다 중불에서 40분 뚜껑을 덮어 끓여줍니다.
560,8,멸치액젓으로 간을 맞춰줍니다.
560,9,약불에서 40분 뚜껑을 덮어 뭉근하게 끓여주세요.
560,10,모자란간은 소금으로 맞추고 참기름 한스푼 넣은 후 뚜껑을 덮어 5분정도 더끓이면 완성입니다.
561,1,진공포장된 순대를 준비해서 식사 대용으로도 야식으로도 술안주로도 언제든 금방~!! 만들 수 있어요^^
561,2,순대는 찜통에 10분간 쪄줍니다  순대국에 넣을거니 살짝만 쪄도 돼요순대400g 찜통중불어짜피 끓일건데 찜통에 찌지 않고 넣으면 안되는 이유는... 요거 은근 기름기가 있어서 (위에 사진 하얀기름 ㅠㅠ) 반드시 찜통에 쪄주세요^^
561,3,"다대기는... 사골국 5T, 고춧가루 2T, 다진마늘 1T, 표고버섯가루 1T, 청양고추, 후추 분량의 양념장을 섞어 주세요"
561,4,그 다음은 사골국만 있으면 돼요
561,5,1. 사골국을 먼저 팔팔 끓이고 2. 살짝~ 찐 순대를 썰어 넣고 3. 준비한 다대기를 넣어 주세요
561,6,한소끔 더 끓여주고 부추도 썰어 넣고 대파도 송송~ 썰어 넣고
561,7,마지막으로 들깨가루도 한 큰술 넣어 주세요너무 많이 넣으면 텁텁한 맛이 나요
561,8,얼큰~한 순대국 완성이에요 저는 원래 속이 꽉 찬 아바이순대보다 찹쌀 순대를 좋아하는 촌스런(?) 입맛에 순대국에 들어가는 부산물 고기들도 즐겨하지 않아서 제 입에 딱 맞춘...짝퉁순대국이에요 버뜨~~!! 맛있어요
561,9,매콤한 고추 양념장에 콕~!! 찍어 곁들여 먹으면 느끼함까지 확~!! 날려줍니다 간단하게 끓이는 순대국 어떠세요?^^ 술안주로도 좋고 해장국으로도 좋아요~ㅎㅎ
562,1,사골곰탕과 물을 1:1 비율로 넣어서 끓여줍니다.
562,2,육수가 끓으면 순대를 넣어줍니다.
562,3,"새우젓을 약간 넣고, 대파를 넣고 조금 더 끓여주면 완성입니다!"
562,4,순대국을 끓이는 동안 다대기를 위의 양념장 레시피대로 만들어 주시면 됩니다.  기호에 따라 순대국에 넣어드시면 됩니다.
563,1,시판되는 비비고 사골곰탕 1팩을 준비합니다.
563,2,돼지고기(등심)을 얇게 포를 뜨듯이 썹니다.
563,3,순대도 조금 굵은듯 썹니다.
563,4,불린 당면도 한줌 준비합니다.
563,5,"사골곰탕이 팔팔 끓을때, 돼지고기를 익혀줍니다."
563,6,"뚝배기에 당면을 깔고, 순대, 다진대파를 올린후 사골곰탕을 붓습니다."
563,7,국물이 끓기 시작하면 들깨가루를 넣고
563,8,"후추가루, 고추가루를 넣어 완성합니다. 소금간은 따로 안했지만, 입맛에 맞게 넣어주세요."
564,1,"찬바람이 불기 시작하면 울집 식품 창고에서 떨어지지 않고 채워 넣어지는 것중 하나가 바로 사골곰탕국물이에요. 떡국, 칼국수, 부대찌개 등 다양하게 활용하기 좋거든요. 오늘은 엊그제 사 먹은 순대국 생각이 나서 수퍼에서 판매하는 순대를 사들고 왔어요."
564,2,순대는 비닐 채 끓는 물에 넣어 15분 정도 삶아주면 되요.
564,3,비닐을 잘라 꺼내서 먹기 좋은 크기로 썰면 되요. 그냥 순대로 먹을 땐 좀 얇게 썰고 순대국에 넣을 땐 좀 통통한게 낫겠지요?
564,4,"국물에 넣을 순대를 썰어서 준비하고 대파, 청야고추, 마늘, 고춧가루, 후추를 챙겼어요. 보통은 순댓국집에 가면 다대기를 주는데 집에서 한 그릇 끓여 먹자고 다대기 만들기도그래서 그냥 고춧가루만 약간 넣어요."
564,5,사골곰국물은 뚝배기에 넣구요. 요게 한 봉지 양인데 간이 되어 있어서 물을 추가해 두 그릇을 만들어도 괜찮아요.
564,6,준비한 재료를 몽땅 털어 넣고 꼭꼭 넣어야 하는 새우젓을 넣어요. 새우젓이 소화도 돕고 돼지 냄새도 잡아준다지요. 소금 간은 따로 안하고 요 새우젓으로 간을 한다 생각하심 되요. 시판 곰국물에 간이 있어 조금만 넣어도 되요.
564,7,"보글보글~~~흠, 괜찮다아~~~ 모두 익은 재료니 한소큼만 끓이면 되요"
564,8,밥 한 그릇과 무김치 하나면 끝이에요. 보통은 깍두기를 주는데 집에 총각김치만 있어서리....
564,9,은근 비주얼도 괜찮지요? 요기에 부추나 들깻가루를 추가해서 먹어도 맛있어요.
564,10,요기에 뜨끈한 밥을 말아주고
564,11,순대 하나 얹어 떠 먹은 세상 부러울게 없답니다. 아침에 살짝 비가 내려 몸이 무겁다 싶었는데 뜨끈한 국물 먹으니 속이 풀리네요. 아침 해장으로도 좋은거 같아요.
565,1,저는 저번에 감자탕만들때 조금 빼놓은 돼지등뼈육수 해동해서 사용했어요 시판용 사골육수 쓰시면 더욱 맛있다는 사실!!^^*
565,2,"다진마늘 2큰술, 다진생강 1큰술, 고추가루 5큰술, 매실액기스 1큰술, 국간장 3큰술, 새우젓 1ts을 넣고 양념장을 만들어주세요"
565,3,"부추는 10cm정도 크기로 청양고추, 홍고추는 송송 파도 송송 썰어주세요 저기 저 양파는 제가따로 쓰려고요^^ 전 허파랑, 돈혀, 염통 좋아해요 특히 허파! 간은 좋아하긴 하는데 넘 퍽퍽해서 좋아하는 돼지부속물 넣으세요~!!"
565,4,육수가 끓으면 돼지부속물을 넣고 끓이세요 양념장도 넣어주세요 *육수의 양은 냄비 가득~ 저는 곰솥으로 바꿨어요 하얀거 빨간거 따로 끓이다가 ^^ 같이 끓여서요
565,5,그리고 5분정도 끓이시다가
565,6,"고추기름 1큰술을 넣고 굵은소금 1큰술을 넣어 간보세요 저는 소금 반넣고 간보고 반 더 넣었어요 사실 순대국은 마지막에 새우젓 넣어 간해먹는게 제맛이죠^^ 끓이실때 부추와 파, 고추를 다 넣고 끓이셔두 되요!"
565,7,순대는 국이 다 끓었을때 넣어주시는데 살짝 넣고 바로 불 끄세요!!!!  안그러면 순대가 터져요~!! *요기 사진에 국물이 하얀건 제가 따로 끓여서 하얘요 옆에 빨간국물 냄비^^ 거기에 다 섞어주었지만요..
565,8,"마지막으로 그릇에 담아내실때 부추와 고추, 파 송송 썰은것 올려주시고 들깨가루1큰술도 넣어주세요!! (들깨가루는 취향이니 안넣으셔도 되요!) 오늘 오후부터 비가온다는데 얼큰한 매운 순대국 한그릇 어떠세요? 해장에도 좋고 술국으로도 좋겠죠? 소주한잔 생각나네요~^^"
566,1,물 7컵에 다시재료를 넣어주고 중약불에서 뭉근하게 끓여 육수를 내줍니다.
566,2,"감자와 양파는 채썰어주고, 어묵과 대파는 어슷 썰어주세요.기호에 따라 청양고추 반개 분량을 총총 썰어 넣어주셔도 좋습니다."
566,3,육수가 끓기 시작하면 감자를 먼저 넣어 중약불에서 5분간 끓여 익혀줍니다. 그리고 국간장 1큰술을 더해 기본적인 간을 맞춰주세요.
566,4,"감자가 반투명하게 익어가면 어묵과 양파, 대파를 넣어 끓여주세요."
566,5,다진마늘 0.5큰술과 고춧가루를 살짝 더해줍니다.
566,6,모든 재료가 고르게 익고 국물에서 맛이 배어나오기 시작하면 기호에 맞게 소금과 후추로 간을 조절해주고 감자어묵국을 마무리해줍니다.
566,7,뜨끈하니 김 모락모락 올라오는 모습만 봐도 괜히 어깨에 힘이 흉~ 하고 풀리는 것 같은 감자어묵국입니다.
566,8,"보들보들, 따끈따끈. 자극적이지 않아 아침국으로 아주 좋아요!"
566,9,속 편하게 달래주는 감자어묵국. 오늘도 맛있게 드시고 행복한 하루 되세요 :)
567,1,멸치육수를 끓여 주세요.
567,2,"어묵은 끓는 물에 한번 살짝 데쳐내고, 김치는 먹기 좋게 썰고"
567,3,멸치 육수에 김치를 먼저 넣고 끓이다가
567,4,"어묵을 넣고, 국간장 1큰술을 넣고 5분정도 끓이세요."
567,5,마직막으로 다진 대파 넣고 소금으로 간을 하면 완성.
567,6,어묵탕용 어묵을 샀더니 어묵이 전혀 퍼지지도 않고 쫄깃하니 맛나더라구요. 김치양념이 국물에 우러나와 얼큰해서 해장국으로도 딱이지요. 밥 말아 먹어도 너므 맛나요.
568,1,"배춧잎,어묵,대파를 썰어주고 배추 좋아 하심 많이 넣어주세요. 잘라 놓으면 많아 보이지만 막상 국에 넣으면 생각보다 그리 많은거 같지 않아요"
568,2,냄비에 물 1.5L정도 부어주고 멸치육수를 끓여줍니다.
568,3,완성된 멸치육수(5컵)에 된장을 0.5 풀어주고
568,4,썰어놓은 배추잎 넣고 5분정도 끓이다
568,5,어묵도 넣어주고
568,6,참치액2 그리고 고춧가루0.5를 넣어 주고 한소끔 더 끓여 주세요.
568,7,마지막에 대파를 넣어 마무리 합니다. 드셔보시고 부족한 간은 소금으로 해주세요
568,8,국물이 시원한 배추 어묵국 완성이요 혹시 냉장고에 잠자고 있는 배추 있다면 배추를 넣어 시원한 어묵국 끓여보세요. 간단하지만 정말 맛이 좋답니다.
569,1,냄비에 물을 붓고 다시 멸치와 다시마를 넣고 끓여줍니다.  한소끔 끓으며 다시마는 먼저 건져내고 10분 정도 더 끓여줍니다.
569,2,무는 흐르는 물에 깨끗하게 씻은 후 나박 썰어줍니다.
569,3,대파와 마늘은 껍질을 벗겨 씻은 후 대파는 어슷 썰고 마늘은 편 썰어줍니다.
569,4,두부는 흐르는 물에 씻은 후 먹기 좋은 크기로 썰어줍니다.
569,5,어묵은 끓는 물에 살짝 데친 후 먹기 좋은 크기로 썰어줍니다.
569,6,멸치를 건져 낸 멸치다시마국물에 무를 넣고 끓여줍니다.
569,7,무가 투명해지면 어묵과 두부를 넣고 끓여줍니다.
569,8,대파와 마늘을 넣고 끓인 후 조선간장과 천일염으로 간을 맞춰 주고 불에서 내려요.
570,1,"냄비에 국물재료를 만든다.[국물재료] 쯔유 3T, 김칫국물 1C(200ml), 물 3C(600ml)냄비"
570,2,한입 크기로 썬 김치를 넣고 중간 불로 5분간 끓인다.김치 2C중불
570,3,"어묵, 양파, 콩나물을 넣고 5분간 끓인다.콩나물 2줌(150g), 어묵 2C, 양파 1/2개"
570,4,"어슷 썬 대파와 청양고추를 넣고 2분 정도 더 끓인 뒤 부족한 간을 소금으로 맞춰 마무리.대파 15cm, 청양고추 1개, 소금 약간"
571,1,오징어는 내장을 꺼내 잘 씻어 먹기 좋게 썰어준비합니다.
571,2,"무는 5cm정도로 썰고 양파, 대파,고 추를 준비해주세요. 청양고추는 생략하셔도 되요."
571,3,"냄비에 무를 넣고 국간장, 고춧가루를 넣고 달달 볶다가..."
571,4,물을 넣고 먼저 끓여줍니다. 무가 약간 익었을 때 쯤 오징어를 넣고 끓여주세요.
571,5,"오징어를 넣고 끓이다가 대파, 양파, 마늘, 고추를 넣고 약간 더 끓이고, 모자라는 간은 소금으로 맞춰주면 완성입니다."
